Gen,Best,Worst,Avg,Timestamp
Gen,Best,Worst,Avg,Timestamp
0,29.14506,37.79839,34.43684,2017-11-03 21:03:33
1,29.14506,38.34617,34.10966,2017-11-03 21:03:34
2,28.57570,39.51512,34.16674,2017-11-03 21:03:35
3,28.57570,38.66927,34.54614,2017-11-03 21:03:37
4,28.57570,41.25468,34.97073,2017-11-03 21:03:38
5,28.57570,42.15606,35.49807,2017-11-03 21:03:39
6,28.57570,42.92277,35.76893,2017-11-03 21:03:40
7,28.57570,40.60303,36.35280,2017-11-03 21:03:41
8,28.57570,39.67820,36.50859,2017-11-03 21:03:42
9,28.57570,40.05777,36.40383,2017-11-03 21:03:43
10,28.57570,40.96006,36.45211,2017-11-03 21:03:44
11,28.57570,41.85485,36.74006,2017-11-03 21:03:45
12,28.57570,40.93027,36.32569,2017-11-03 21:03:46
13,28.57570,41.44243,36.12820,2017-11-03 21:03:47
14,28.57570,40.35536,35.98255,2017-11-03 21:03:49
15,28.57570,40.28305,36.17553,2017-11-03 21:03:50
16,28.57570,41.73187,35.86414,2017-11-03 21:03:51
17,28.57570,41.07820,35.86954,2017-11-03 21:03:52
18,28.57570,40.40412,35.81105,2017-11-03 21:03:53
19,28.57570,43.20375,35.68169,2017-11-03 21:03:54
20,28.57570,41.65882,35.92873,2017-11-03 21:03:56
21,28.57570,40.99407,35.87808,2017-11-03 21:03:57
22,28.57570,42.54729,35.76310,2017-11-03 21:03:58
23,28.57570,41.22027,35.62985,2017-11-03 21:03:59
24,28.57570,47.29735,35.80747,2017-11-03 21:04:01
25,28.57570,41.74112,35.58760,2017-11-03 21:04:02
26,28.57570,43.50362,35.80279,2017-11-03 21:04:03
27,28.57570,41.22255,35.41190,2017-11-03 21:04:04
28,28.57570,42.54298,35.90762,2017-11-03 21:04:06
29,27.55685,41.38089,35.44650,2017-11-03 21:04:07
30,27.55685,40.15822,35.24970,2017-11-03 21:04:08
31,27.55685,41.79442,35.49950,2017-11-03 21:04:09
32,27.55685,41.80234,35.75060,2017-11-03 21:04:10
33,27.55685,43.01544,36.21807,2017-11-03 21:04:11
34,27.55685,42.34267,36.08898,2017-11-03 21:04:12
35,27.55685,42.06063,36.05826,2017-11-03 21:04:13
36,27.55685,40.78999,35.82349,2017-11-03 21:04:15
37,27.55685,39.36273,35.76717,2017-11-03 21:04:16
38,27.55685,41.89812,35.65745,2017-11-03 21:04:17
39,27.55685,39.56092,35.63288,2017-11-03 21:04:18
40,27.55685,41.86990,35.81676,2017-11-03 21:04:19
41,27.55685,41.57445,35.93602,2017-11-03 21:04:20
42,27.55685,40.36932,35.41427,2017-11-03 21:04:22
43,27.55685,41.48035,35.80483,2017-11-03 21:04:23
Gen,Best,Worst,Avg,Timestamp
0,35.30112,35.30112,35.30112,2017-11-08 09:15:00
1,34.96548,35.30112,35.24781,2017-11-08 09:15:05
2,34.51825,35.30112,35.10620,2017-11-08 09:15:08
3,34.08763,35.30112,34.88241,2017-11-08 09:15:12
4,33.77340,35.25092,34.60429,2017-11-08 09:15:16
5,32.99048,35.03520,34.24297,2017-11-08 09:15:20
6,32.69106,35.12644,33.88099,2017-11-08 09:15:24
7,32.00294,34.61879,33.40398,2017-11-08 09:15:28
8,31.25432,34.08841,32.91573,2017-11-08 09:15:32
9,30.56688,34.78426,32.41346,2017-11-08 09:15:36
10,29.72938,33.66239,31.75062,2017-11-08 09:15:39
11,29.10604,33.58944,31.09116,2017-11-08 09:15:43
12,28.41983,32.77259,30.43993,2017-11-08 09:15:47
13,27.28724,32.29008,29.71406,2017-11-08 09:15:51
14,26.82131,31.68868,28.92991,2017-11-08 09:15:55
15,25.56936,30.86985,28.17491,2017-11-08 09:15:59
16,25.24051,29.86446,27.45782,2017-11-08 09:16:03
17,24.68172,29.48770,26.83063,2017-11-08 09:16:07
18,24.38749,28.45974,26.13193,2017-11-08 09:16:11
19,23.69398,28.06449,25.53241,2017-11-08 09:16:15
20,23.50718,27.02223,24.98961,2017-11-08 09:16:20
21,22.86746,26.46113,24.45501,2017-11-08 09:16:24
22,22.08359,26.33599,23.89481,2017-11-08 09:16:28
23,21.61794,25.69071,23.38250,2017-11-08 09:16:32
24,21.55035,25.74243,22.87722,2017-11-08 09:16:37
25,21.25453,24.35001,22.41015,2017-11-08 09:16:41
26,20.69277,24.01378,21.98872,2017-11-08 09:16:46
27,20.69277,23.28052,21.68415,2017-11-08 09:16:50
28,20.47013,23.43396,21.38760,2017-11-08 09:16:55
29,20.10903,23.04257,21.12883,2017-11-08 09:16:59
30,19.70220,22.51778,20.84686,2017-11-08 09:17:04
31,19.59066,22.00127,20.55088,2017-11-08 09:17:08
32,19.29226,21.65446,20.26909,2017-11-08 09:17:13
33,19.22413,21.62075,20.06942,2017-11-08 09:17:17
34,19.08743,21.02525,19.86071,2017-11-08 09:17:22
35,18.72610,20.79335,19.65692,2017-11-08 09:17:26
36,18.72610,20.84389,19.52454,2017-11-08 09:17:31
37,18.67533,20.47316,19.34997,2017-11-08 09:17:36
38,18.17383,20.21632,19.14652,2017-11-08 09:17:40
39,18.17383,20.29178,18.99417,2017-11-08 09:17:45
40,17.83939,19.87040,18.76473,2017-11-08 09:17:49
41,17.76083,19.79576,18.59884,2017-11-08 09:17:54
42,17.51094,19.96855,18.40285,2017-11-08 09:17:59
43,17.33042,19.39801,18.16203,2017-11-08 09:18:03
44,17.11153,19.43199,18.02147,2017-11-08 09:18:08
45,17.10355,19.00214,17.85472,2017-11-08 09:18:12
46,16.87086,18.98289,17.73387,2017-11-08 09:18:17
47,16.87086,18.72741,17.59303,2017-11-08 09:18:21
48,16.67791,18.63062,17.48370,2017-11-08 09:18:26
49,16.57748,18.48499,17.38681,2017-11-08 09:18:30
50,16.30046,18.78519,17.28811,2017-11-08 09:18:35
51,16.30046,18.50602,17.20524,2017-11-08 09:18:39
52,16.30046,18.40016,17.09068,2017-11-08 09:18:44
53,16.27145,18.46260,16.93890,2017-11-08 09:18:48
54,16.21813,18.06635,16.86405,2017-11-08 09:18:53
55,16.02133,17.99865,16.78730,2017-11-08 09:18:57
56,15.98731,18.31796,16.70512,2017-11-08 09:19:02
57,15.88209,18.08323,16.62159,2017-11-08 09:19:06
58,15.60986,17.89608,16.51331,2017-11-08 09:19:11
59,15.60986,18.29654,16.45696,2017-11-08 09:19:15
60,15.60986,17.62978,16.39286,2017-11-08 09:19:20
61,15.52561,17.86118,16.26776,2017-11-08 09:19:24
62,15.52561,17.71668,16.18586,2017-11-08 09:19:29
63,15.31054,17.31324,16.08819,2017-11-08 09:19:33
64,15.22196,17.09168,15.97697,2017-11-08 09:19:38
65,15.22196,17.44727,15.90627,2017-11-08 09:19:42
66,15.19984,16.94634,15.84140,2017-11-08 09:19:47
67,14.97288,16.88352,15.73613,2017-11-08 09:19:51
68,14.94354,16.67731,15.65746,2017-11-08 09:19:56
69,14.94354,16.68210,15.61783,2017-11-08 09:20:00
70,14.90157,16.69499,15.51730,2017-11-08 09:20:05
71,14.88121,17.14455,15.44429,2017-11-08 09:20:09
72,14.79296,17.97929,15.37251,2017-11-08 09:20:14
73,14.66565,17.87490,15.35023,2017-11-08 09:20:18
74,14.59803,16.61130,15.24546,2017-11-08 09:20:23
75,14.53251,16.38774,15.16217,2017-11-08 09:20:27
76,14.47368,16.93253,15.07249,2017-11-08 09:20:32
77,14.33658,15.83596,14.94532,2017-11-08 09:20:36
78,14.24691,15.87547,14.90000,2017-11-08 09:20:41
79,14.24691,16.08539,14.85005,2017-11-08 09:20:45
80,14.24691,15.71075,14.77678,2017-11-08 09:20:50
81,14.16219,15.82822,14.71592,2017-11-08 09:20:54
82,14.07421,16.53803,14.68502,2017-11-08 09:20:59
83,14.04989,15.42626,14.60967,2017-11-08 09:21:03
84,13.92202,15.58417,14.57222,2017-11-08 09:21:07
85,13.92202,15.70104,14.50836,2017-11-08 09:21:12
86,13.88582,15.81955,14.47212,2017-11-08 09:21:16
87,13.86537,15.68843,14.45497,2017-11-08 09:21:21
88,13.81173,15.27307,14.36956,2017-11-08 09:21:25
89,13.81173,15.88352,14.35294,2017-11-08 09:21:30
90,13.66323,15.88590,14.27390,2017-11-08 09:21:34
91,13.59032,15.18686,14.22195,2017-11-08 09:21:38
92,13.51983,15.50877,14.18692,2017-11-08 09:21:43
93,13.41326,15.31971,14.08872,2017-11-08 09:21:47
94,13.27001,15.38707,13.99878,2017-11-08 09:21:52
95,13.27001,15.09357,13.91391,2017-11-08 09:21:56
96,13.24936,14.74314,13.86221,2017-11-08 09:22:01
97,13.23542,15.65560,13.79964,2017-11-08 09:22:05
98,13.20140,14.67175,13.73845,2017-11-08 09:22:09
99,13.12248,15.21027,13.63528,2017-11-08 09:22:14
100,13.12248,15.81989,13.60306,2017-11-08 09:22:18
101,13.03294,14.46029,13.50472,2017-11-08 09:22:23
102,12.99258,15.29680,13.47055,2017-11-08 09:22:27
103,12.99258,14.74397,13.43107,2017-11-08 09:22:32
104,12.94678,14.49912,13.38160,2017-11-08 09:22:36
105,12.92580,15.18324,13.35404,2017-11-08 09:22:41
106,12.83159,13.94381,13.26729,2017-11-08 09:22:45
107,12.83159,14.03283,13.22305,2017-11-08 09:22:49
108,12.66074,15.16078,13.17204,2017-11-08 09:22:54
109,12.66074,13.88411,13.09488,2017-11-08 09:22:58
110,12.62343,14.11068,13.05101,2017-11-08 09:23:03
111,12.52514,14.65394,12.98361,2017-11-08 09:23:07
112,12.45997,13.52607,12.90431,2017-11-08 09:23:12
113,12.45997,14.32412,12.87854,2017-11-08 09:23:16
114,12.45997,13.63298,12.80530,2017-11-08 09:23:20
115,12.39294,13.67108,12.77327,2017-11-08 09:23:25
116,12.33517,13.66893,12.72257,2017-11-08 09:23:29
117,12.33517,14.06120,12.69293,2017-11-08 09:23:34
118,12.29528,13.49847,12.63740,2017-11-08 09:23:38
119,12.28584,14.63109,12.60796,2017-11-08 09:23:43
120,12.15006,13.56025,12.54821,2017-11-08 09:23:47
121,12.15006,13.47710,12.49980,2017-11-08 09:23:52
122,12.15006,13.16393,12.46530,2017-11-08 09:23:56
123,12.06216,13.34512,12.41485,2017-11-08 09:24:01
124,12.00262,13.58858,12.38383,2017-11-08 09:24:05
125,11.95813,12.92087,12.32413,2017-11-08 09:24:10
126,11.88848,13.23409,12.29131,2017-11-08 09:24:14
127,11.88848,12.72861,12.25368,2017-11-08 09:24:18
128,11.88848,13.49327,12.23081,2017-11-08 09:24:23
129,11.87529,13.34474,12.15696,2017-11-08 09:24:27
130,11.78591,13.72369,12.12233,2017-11-08 09:24:32
131,11.78591,13.27351,12.07157,2017-11-08 09:24:36
132,11.73594,13.18053,12.03518,2017-11-08 09:24:40
133,11.72875,12.48205,11.98097,2017-11-08 09:24:45
134,11.64203,12.67345,11.93804,2017-11-08 09:24:49
135,11.61351,12.68074,11.90135,2017-11-08 09:24:54
136,11.53930,13.77894,11.88561,2017-11-08 09:24:58
137,11.53930,12.20322,11.82881,2017-11-08 09:25:02
138,11.48506,13.12466,11.81403,2017-11-08 09:25:07
139,11.44203,13.84929,11.80597,2017-11-08 09:25:11
140,11.44203,13.51845,11.76864,2017-11-08 09:25:15
141,11.43023,12.08449,11.70484,2017-11-08 09:25:20
142,11.42924,14.12373,11.68499,2017-11-08 09:25:24
143,11.34334,13.65776,11.65315,2017-11-08 09:25:29
144,11.33838,13.79017,11.62476,2017-11-08 09:25:33
145,11.22879,13.41466,11.58248,2017-11-08 09:25:37
146,11.22879,13.02077,11.54722,2017-11-08 09:25:42
147,11.21181,13.15111,11.51954,2017-11-08 09:25:46
148,11.18084,12.89573,11.47815,2017-11-08 09:25:51
149,11.18084,13.25638,11.46803,2017-11-08 09:25:55
150,11.05774,11.88922,11.40297,2017-11-08 09:25:59
151,11.05774,12.83962,11.39044,2017-11-08 09:26:04
152,10.96092,12.40395,11.34663,2017-11-08 09:26:08
153,10.96092,13.39929,11.33792,2017-11-08 09:26:13
154,10.91835,12.50234,11.27786,2017-11-08 09:26:17
155,10.91835,11.75693,11.22652,2017-11-08 09:26:21
156,10.91804,13.47835,11.21391,2017-11-08 09:26:26
157,10.87276,12.29604,11.15693,2017-11-08 09:26:30
158,10.85507,12.43946,11.15386,2017-11-08 09:26:35
159,10.80828,12.70193,11.11440,2017-11-08 09:26:39
160,10.79409,11.40220,11.05538,2017-11-08 09:26:44
161,10.74576,13.52964,11.04860,2017-11-08 09:26:48
162,10.74576,11.55752,11.00194,2017-11-08 09:26:52
163,10.67997,11.30192,10.95517,2017-11-08 09:26:57
164,10.66005,11.29362,10.91901,2017-11-08 09:27:01
165,10.62862,11.30997,10.88980,2017-11-08 09:27:05
166,10.59633,11.27972,10.85986,2017-11-08 09:27:10
167,10.57843,11.85892,10.83595,2017-11-08 09:27:14
168,10.55579,12.56222,10.81907,2017-11-08 09:27:18
169,10.54878,12.18676,10.79032,2017-11-08 09:27:23
170,10.53484,12.64390,10.78956,2017-11-08 09:27:27
171,10.44408,11.16842,10.74686,2017-11-08 09:27:32
172,10.44408,12.65967,10.75683,2017-11-08 09:27:36
173,10.44408,11.17074,10.70542,2017-11-08 09:27:40
174,10.37579,11.09131,10.67375,2017-11-08 09:27:45
175,10.32822,11.01113,10.64629,2017-11-08 09:27:49
176,10.32822,11.98311,10.63779,2017-11-08 09:27:53
177,10.28728,11.69295,10.60746,2017-11-08 09:27:58
178,10.28728,14.15904,10.61974,2017-11-08 09:28:02
179,10.26066,11.04135,10.54631,2017-11-08 09:28:06
180,10.20285,10.90904,10.50696,2017-11-08 09:28:11
181,10.20285,12.14600,10.49943,2017-11-08 09:28:15
182,10.20284,10.85245,10.46328,2017-11-08 09:28:20
183,10.16440,12.43857,10.47137,2017-11-08 09:28:24
184,10.15931,12.44077,10.46399,2017-11-08 09:28:28
185,10.15931,11.42316,10.40573,2017-11-08 09:28:32
186,10.03282,11.93477,10.40468,2017-11-08 09:28:37
187,10.03282,10.98424,10.37056,2017-11-08 09:28:41
188,10.03282,10.66750,10.34534,2017-11-08 09:28:46
189,10.03282,10.60609,10.31137,2017-11-08 09:28:50
190,9.97681,12.09491,10.30137,2017-11-08 09:28:54
191,9.97559,10.88391,10.25187,2017-11-08 09:28:59
192,9.93212,10.67954,10.22571,2017-11-08 09:29:03
193,9.88679,12.10703,10.20439,2017-11-08 09:29:07
194,9.88679,10.55937,10.17054,2017-11-08 09:29:12
195,9.88679,10.60924,10.14186,2017-11-08 09:29:16
196,9.85849,10.58551,10.10632,2017-11-08 09:29:21
197,9.85500,11.42457,10.09154,2017-11-08 09:29:25
198,9.85500,10.35020,10.05875,2017-11-08 09:29:29
199,9.82665,13.19724,10.09705,2017-11-08 09:29:34
200,9.76338,11.85903,10.06026,2017-11-08 09:29:38
201,9.69894,10.43093,10.02937,2017-11-08 09:29:42
202,9.69894,10.44924,10.00471,2017-11-08 09:29:47
203,9.69894,12.67546,10.04165,2017-11-08 09:29:51
204,9.69894,10.78284,9.97006,2017-11-08 09:29:56
205,9.69894,11.62330,9.94846,2017-11-08 09:30:00
206,9.69894,10.36012,9.91660,2017-11-08 09:30:04
207,9.65501,10.29693,9.90603,2017-11-08 09:30:09
208,9.63576,12.86255,9.92419,2017-11-08 09:30:13
209,9.59623,11.50255,9.87832,2017-11-08 09:30:18
210,9.57366,10.11534,9.84190,2017-11-08 09:30:22
211,9.49869,10.20084,9.81459,2017-11-08 09:30:26
212,9.49869,12.01339,9.83249,2017-11-08 09:30:31
213,9.49869,11.77169,9.82009,2017-11-08 09:30:35
214,9.47244,10.07161,9.73803,2017-11-08 09:30:39
215,9.47244,11.79302,9.75294,2017-11-08 09:30:44
216,9.47244,11.59743,9.73420,2017-11-08 09:30:48
217,9.40873,10.01874,9.68572,2017-11-08 09:30:53
218,9.40873,12.92681,9.68190,2017-11-08 09:30:57
219,9.37981,10.54865,9.65107,2017-11-08 09:31:01
220,9.35471,10.12764,9.62737,2017-11-08 09:31:06
221,9.35471,10.66526,9.62784,2017-11-08 09:31:10
222,9.33526,11.51158,9.64339,2017-11-08 09:31:14
223,9.33526,11.57165,9.61501,2017-11-08 09:31:19
224,9.29564,12.41116,9.62595,2017-11-08 09:31:23
225,9.20391,11.83723,9.57001,2017-11-08 09:31:27
226,9.20391,10.17791,9.53815,2017-11-08 09:31:32
227,9.20391,12.09898,9.57934,2017-11-08 09:31:36
228,9.20391,10.71349,9.50592,2017-11-08 09:31:41
229,9.19866,11.53550,9.49105,2017-11-08 09:31:45
230,9.19866,9.95383,9.45687,2017-11-08 09:31:49
231,9.18829,11.66467,9.44469,2017-11-08 09:31:54
232,9.13269,10.12854,9.42836,2017-11-08 09:31:58
233,9.13269,12.24122,9.44155,2017-11-08 09:32:03
234,9.12016,11.11322,9.39819,2017-11-08 09:32:07
235,9.12016,10.28345,9.37691,2017-11-08 09:32:11
236,9.12016,10.38070,9.36775,2017-11-08 09:32:16
237,9.07201,9.67476,9.33501,2017-11-08 09:32:20
238,9.07201,10.39705,9.33766,2017-11-08 09:32:25
239,9.06076,9.95957,9.31684,2017-11-08 09:32:29
240,9.06076,11.18720,9.31722,2017-11-08 09:32:33
241,9.06076,12.74477,9.33543,2017-11-08 09:32:38
242,9.05771,10.89959,9.28840,2017-11-08 09:32:42
243,9.02080,9.75654,9.27521,2017-11-08 09:32:46
244,8.95073,9.81059,9.26589,2017-11-08 09:32:51
245,8.95073,10.08126,9.25341,2017-11-08 09:32:55
246,8.90350,9.58310,9.22483,2017-11-08 09:32:59
247,8.90350,9.91355,9.19018,2017-11-08 09:33:04
248,8.90350,12.78693,9.21362,2017-11-08 09:33:08
249,8.86535,9.49108,9.13516,2017-11-08 09:33:12
250,8.86535,11.37454,9.13193,2017-11-08 09:33:17
251,8.86535,9.55664,9.10073,2017-11-08 09:33:21
252,8.84314,9.55365,9.06822,2017-11-08 09:33:25
253,8.78847,9.66356,9.05797,2017-11-08 09:33:30
254,8.78847,9.38923,9.04015,2017-11-08 09:33:34
255,8.78847,13.22313,9.07629,2017-11-08 09:33:38
256,8.74384,11.08772,9.01884,2017-11-08 09:33:43
257,8.73012,9.61904,8.99570,2017-11-08 09:33:47
258,8.73012,9.37313,8.97632,2017-11-08 09:33:52
259,8.73012,9.31923,8.96628,2017-11-08 09:33:57
260,8.71060,9.48266,8.95304,2017-11-08 09:34:01
261,8.70508,10.63586,8.96396,2017-11-08 09:34:05
262,8.66721,9.41167,8.93574,2017-11-08 09:34:10
263,8.65143,11.78859,8.92723,2017-11-08 09:34:14
264,8.64399,9.22151,8.90482,2017-11-08 09:34:18
265,8.55855,11.08576,8.91891,2017-11-08 09:34:23
266,8.55855,9.32240,8.87717,2017-11-08 09:34:27
267,8.55855,11.70500,8.90661,2017-11-08 09:34:31
268,8.55855,9.27092,8.84702,2017-11-08 09:34:36
269,8.55855,11.26764,8.86950,2017-11-08 09:34:40
270,8.55855,9.46012,8.81338,2017-11-08 09:34:45
271,8.54528,9.42241,8.79948,2017-11-08 09:34:49
272,8.54528,9.15170,8.78695,2017-11-08 09:34:53
273,8.48075,10.52597,8.79364,2017-11-08 09:34:58
274,8.48075,11.11476,8.78103,2017-11-08 09:35:02
275,8.48075,9.34852,8.76578,2017-11-08 09:35:06
276,8.48075,10.96261,8.77144,2017-11-08 09:35:11
277,8.46475,10.53575,8.73118,2017-11-08 09:35:15
278,8.44485,9.06925,8.71504,2017-11-08 09:35:19
279,8.37558,9.10862,8.70110,2017-11-08 09:35:24
280,8.32523,9.22467,8.67825,2017-11-08 09:35:28
281,8.32523,11.07323,8.68080,2017-11-08 09:35:32
282,8.31106,9.46488,8.65686,2017-11-08 09:35:37
283,8.31106,10.01106,8.66399,2017-11-08 09:35:41
284,8.31106,9.19826,8.62199,2017-11-08 09:35:45
285,8.31106,9.04997,8.59736,2017-11-08 09:35:50
286,8.31106,9.55735,8.58871,2017-11-08 09:35:54
287,8.31106,9.02886,8.56031,2017-11-08 09:35:59
288,8.29169,9.34351,8.55276,2017-11-08 09:36:03
289,8.29169,9.03209,8.52866,2017-11-08 09:36:07
290,8.21885,9.05476,8.51870,2017-11-08 09:36:12
291,8.21885,13.59157,8.54471,2017-11-08 09:36:16
292,8.21381,9.26045,8.49937,2017-11-08 09:36:20
293,8.21381,11.73075,8.52583,2017-11-08 09:36:25
294,8.21381,8.92105,8.48236,2017-11-08 09:36:29
295,8.21381,9.02723,8.46756,2017-11-08 09:36:33
296,8.21381,9.15051,8.44685,2017-11-08 09:36:38
297,8.21381,8.95080,8.44105,2017-11-08 09:36:42
298,8.21381,8.90894,8.43498,2017-11-08 09:36:46
299,8.17372,8.88410,8.42425,2017-11-08 09:36:51
300,8.13488,8.99562,8.41565,2017-11-08 09:36:55
301,8.13488,9.02892,8.40926,2017-11-08 09:37:00
302,8.13488,8.93381,8.39887,2017-11-08 09:37:04
303,8.11761,8.79087,8.37290,2017-11-08 09:37:08
